#
# This data is provided by behindthename.com and is licensed under CC BY-SA 4.0.
# To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/4.0
#
# Given names, their genders and synonyms, exported from the behindthename.com database.
# Fri, 26 Sep 2025 23:27:02 -0700
#
# name	gender	related
Dounia	f	Dunya
Dov	m	
Dove	f	
Dovid	m	Dudel
Dovilas	m	
Dovilė	f	
Dovydas	m	
Döwlet	m	
Döwran	m	
Doyle	m	
Do-yun	m	
Draco	m	Drakon
Dracula	m	
Draga	f	Dragica,Draženka
Dragan	m	Dragana,Drago,Dragutin,Draža,Dražen
Dragana	f	Dragan,Drago,Dragutin,Dražen
Dragica	f	Draga,Draženka
Dragiša	m	Draško
Drago	m	Dragan,Dragana,Dragutin,Dražen
Dragoljub	m	Draža
Dragomir	m	Dragos,Dragoș,Draža
Dragos	m	Dragomir,Dragoș
Dragoș	m	Dragomir,Dragos
Dragoslav	m	Draža
Dragoslava	f	
Dragutin	m	Dragan,Dragana,Drago,Dražen
Draha	f	Drahomíra,Drahuše
Drahomír	m	
Drahomíra	f	Draha,Drahuše
Drahoslav	m	
Drahoslava	f	
Drahuše	f	Draha,Drahomíra
Drake	m	
Drakon	m	Draco
Draško	m	Dragiša
Draupadi	f	
Draven	m	
Draža	m	Dragan,Dragoljub,Dragomir,Dragoslav
Dražen	m	Dragan,Dragana,Drago,Dragutin
Draženka	f	Draga,Dragica
Dre	m	Andre
Drea	f	Andi,Andie,Andrea,Andy,Drew
Dream	f	Jream
Dreda	f	
Dren	m	
Drest	m	Drust,Drustan
Drew	mf	Andi,Andie,Andrea,Andrew,Andy,Drea,Dru,Jrue
Dries	m	Andreas,Andries
Drika	f	Heintje,Hendrika,Hendrikje,Hendrina,Hennie,Henny,Rika
Drina	f	Adria,Adriana,Adrianna,Adrianne,Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexina,Ali,Allie,Ally,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra
Driscoll	m	
Drishti	f	
Driskoll	m	
Driss	m	Idris,Idriss
Drita	f	
Dritan	m	Endrit
Drogo	m	
Dror	m	Deror
Drorit	f	Derorit
Drousilla	f	
Dru	mf	Andie,Andrea,Andrew,Andy,Drew,Jrue
Drummond	m	
Drupada	m	
Drusa	f	Drusilla
Drusilla	f	Drusa
Drust	m	Drest,Drustan
Drustan	m	Drest,Drust
Drusus	m	
Drystan	m	Trystan
Du	m	Dado,Duarte,Duda,Dudu,Edu,Eduardo
Dua	f	Doaa,Duaa
Duaa	f	Doaa,Dua
Duana	f	
Duane	m	Dewayne,Dwain,Dwaine,Dwayne
Duarte	m	Dado,Du,Duda,Dudu,Edu,Eduardo
Dubaku	mf	
Dubán	m	
Dubgall	m	
Dubhán	m	
Dubhghall	m	
Dùbhghlas	m	
Dubhshláine	m	
Dubravka	f	
Dubravko	m	
Dubthach	m	
Đớc	m	
Duda	mf	Dado,Du,Duarte,Dudu,Edu,Eduarda,Eduardo
Dudda	m	
Dudel	m	Dovid
Dudley	m	
Dudu	m	Dado,Du,Duarte,Duda,Edu,Eduardo
Duff	m	
Dugald	m	Dougal
Duha	fm	
Duilio	m	
Duilius	m	
Dujam	m	Duje
Duje	m	Dujam
Duke	m	
Dukvakha	m	
Dulce	f	
Dulce María	f	
Dulcibella	f	
Dulcie	f	
Dulcinea	f	
Dulf	m	
Dumi	m	Dumisani
Dumisani	m	Dumi
Dumitra	f	Dumitrița
Dumitrița	f	Dumitra
Dumitru	m	Dimitrie,Mitică
Dumnorix	m	
Dumuzi	m	Dumuzid
Dumuzid	m	Dumuzi
Duncan	m	Donnchadh
Dũng	m	
Dung	f	
Dunja	f	
Dunstan	m	
Dunya	f	Avdotya,Dounia,Dunyasha,Evdokiya,Yevdokiya
Dunyasha	f	Avdotya,Dunya,Evdokiya,Yevdokiya
Dương	mf	
Đurađ	m	Djuradj
Đurađa	f	
Durai	m	
Durans	m	
Durante	m	Dante
Đurđa	f	Đurđica
Đurđica	f	Đurđa
Durdona	f	
Durdy	m	
Durga	fm	
Du-ri	fm	
Durk	m	
Đuro	m	Djordje,Djuro,Đorđe
Dursun	m	
Duru	f	
Durward	m	
Duryodhana	m	
Dušan	m	Duško
Dušana	f	Dušanka,Dušica
Dušanka	f	Dušica
Dushyant	m	
Dushyanta	m	
Dušica	f	Dušanka
Duško	m	Dušan
Dustin	m	Dusty
Dusty	mf	Dustin
Dutch	m	
Duuk	m	
Duy	m	
Duyên	f	
Duyğu	f	
Duygu	f	
Dvora	f	Devora,Devorah,Dvorah
Dvorah	f	Devora,Devorah,Dvora
Dwain	m	Dewayne,Duane,Dwaine,Dwayne
Dwaine	m	Dewayne,Duane,Dwain,Dwayne
Dwayne	m	Dewayne,Duane,Dwain,Dwaine
Dwi	mf	
Dwight	m	
Dyan	f	Diane,Diann,Dianne
Dyaus	m	
Dyaus Pita	m	
Dye	f	Diot
Dylan	m	Dillan,Dillon
Dylis	f	Dilys
Dymitr	m	
Dymphna	f	
Dympna	f	
Dyson	m	
Džafer	m	
Džan	m	
Džana	f	
Džejla	f	Džejlana
Džejlana	f	Džejla
Dženan	m	
Dženita	f	
Dżesika	f	
Dzhabrail	m	
Dzhamal	m	
Dzhamilya	f	
Dzhokhar	m	
Dzianis	m	
Dzidra	f	
Dzidris	m	
Dzintars	m	
Dzintra	f	
Dzmitry	m	
Dzsenifer	f	
Dzsesszika	f	
Dzvezda	f	
Dzvezdan	m	
Dzvonimir	m	Dzvonko
Dzvonko	m	Dzvonimir
Ea	mf	Andrea,Andrine,Lea
Éabha	f	
Eachann	m	
Eadán	f	Étan
Éadaoin	f	Aideen,Étaín
Eadberht	m	
Eadbhárd	m	
Eadburg	f	Eadburga
Eadburga	f	Eadburg
Eadgar	m	
Eadgifu	f	
Eadgyð	f	
Eadmund	m	
Eadræd	m	Eadred
Eadred	m	Eadræd
Eadric	m	
Eadwald	m	
Eadweard	m	
Eadwig	m	
Eadwine	m	
Eadwulf	m	
Éala	f	
Ealar	m	Ellar
Ealasaid	f	Elspet,Elspeth
Ealdberht	m	
Ealdgyð	f	
Ealdhelm	m	
Ealdræd	m	
Ealdwine	m	
Ealhhere	m	
Ealhstan	m	
Ealhswiþ	f	
Ealisaid	f	
Éamon	m	Eamon,Éamonn
Eamon	m	Éamon,Éamonn
Éamonn	m	Éamon,Eamon
Ean	m	Juan
Éanna	m	Enda
Eanraig	m	
Eardwulf	m	
Earl	m	Earle,Erle
Earle	m	Earl,Erle
Earleen	f	Earlene,Earline
Earlene	f	Earline
Earline	f	Earlene
Earnest	m	Ern,Ernest,Ernie
Earnestine	f	Ernestine
Eartha	f	
Easter	f	
Eastmund	m	
Easton	m	
Eavan	f	Aoibheann,Aoibhinn
Ebba	f	
Ebbe	m	Asbjørn,Esben
'Ebdulla	m	
'Ebdulrehman	m	
Ebele	f	Ebere
Eben	m	Ebenezer
Ebenezer	m	Eben
Éber	m	Éibhear,Éibhir,Heber
Eber	m	
Eberardo	m	Everardo
Ebere	f	Ebele
Eberhard	m	Hardy
Eberwin	m	Erwin
Eboni	f	Ebony
Ebony	f	Eboni
Ebrahim	m	Brahim,Ibraheem,Ibrahim
Ebrar	fm	
Ebrima	m	Ibrahima
Ebru	f	
Ebu Bekir	m	Ebubekir
Ebubekir	m	Ebu Bekir
Ebuka	m	Chukwuebuka
Ecaterina	f	Catrinel
Ece	f	
Ecgberht	m	
Echdonn	m	
Echidna	f	
Echo	f	
Echthigern	m	
Eckart	m	Eckehard,Eckhard,Eckhart,Ekkehard
Eckbert	m	
Eckehard	m	Eckart,Eckhard,Eckhart,Ekkehard
Eckhard	m	Eckart,Eckehard,Eckhart,Ekkehard
Eckhart	m	Eckart,Eckehard,Eckhard,Ekkehard
Ecrin	f	
Ed	m	Edd,Eddie,Eddy,Edgar,Edmund,Eduard,Edward,Edwin,Ned,Ted,Teddie,Teddy,Ward
Eda	f	
Edan	m	Idan
Edana	f	
Edanur	f	
Edd	m	Ed,Eddie,Eddy,Edward,Ned,Ted,Teddie,Teddy
Edda	f	Edvige
Eddie	mf	Ed,Edd,Eddy,Edgar,Edmund,Edward,Edwin,Edwina,Ned,Ted,Teddie,Teddy
Eddy	m	Ed,Edd,Eddie,Edgar,Edmund,Édouard,Eduard,Edward,Edwin,Ned,Ted,Teddie,Teddy,Ward
Ede	m	Eduárd,Edvárd
Edel	f	
Edelgard	f	
Edelmira	f	
Edelmiro	m	
Edeltraud	f	Edeltraut,Traudl,Traute
Edeltraut	f	Edeltraud,Traudl,Traute
Eden	fm	
Eder	m	
Ederne	f	Eider
Édgar	m	Edgardo
Edgar	m	Ed,Eddie,Eddy,Edgard
Edgaras	m	
Edgard	m	Edgar
Edgardo	m	Édgar
Edgars	m	Edijs
Edi	m	Adi,Eduard,Edvard
Edie	f	Edith,Edythe
Edijs	m	Edgars,Edmunds,Eduards
Edik	m	Eduard,Edvard
Edílson	m	
Edin	m	
Edina	f	
Édison	m	Edison
Edison	m	Édison
Edit	f	Edith
Edita	f	
Edīte	f	
Edite	f	
Édith	f	
Edith	f	Ditte,Edie,Edit,Editha,Edythe
Editha	f	Edie,Edith,Edythe
Ediz	m	
Edlira	f	
Edmao	m	
Edmé	m	Edmond
Edmée	f	Edmonde
Edmond	m	Edmé
Edmonda	f	
Edmonde	f	Edmée
Edmondo	m	
Edmund	m	Ed,Eddie,Eddy,Ned
Edmundas	m	Nedas
Edmundo	m	
Edmunds	m	Edijs
'Edna	f	
Edna	f	
Edoardo	m	
Edom	m	
Edorta	m	
Édouard	m	Eddy
Edric	m	
Edsel	m	
Edson	m	
Edu	m	Dado,Du,Duarte,Duda,Dudu,Eduardo,Lalo
Eduárd	m	Ede,Edvárd
Eduard	m	Ed,Eddy,Edi,Edik,Edvard,Ward
Eduarda	f	Duda
Eduardas	m	Edvardas,Nedas
Eduardo	m	Dado,Du,Duarte,Duda,Dudu,Edu,Lalo
Eduards	m	Edijs
Eduart	m	
Edur	m	
Edurne	f	
Edvaldo	m	
Edvárd	m	Ede,Eduárd
Edvard	m	Edi,Edik,Eduard,Eetu
Edvardas	m	Eduardas,Nedas
Edvards	m	
Edvige	f	Edda
Edvin	m	
Edvinas	m	
Edvīns	m	
Edward	m	Ed,Edd,Eddie,Eddy,Ned,Ted,Teddie,Teddy
Edweena	f	Eddie,Edwina
Edwena	f	Eddie,Edwina
Edwige	f	
Edwin	m	Ed,Eddie,Eddy
Edwina	f	Eddie
Edwyn	m	Ed,Eddie,Eddy,Edwin
Edwyna	f	Eddie,Edwina
Edyta	f	
Edytha	f	Edie,Edith,Edythe
Edythe	f	Edie,Edith
Eef	mf	Eefje,Eva,Evert,Evi,Evy
Eefje	f	Eef,Eva,Evi,Evy
Eeli	m	
Eelis	m	Elias,Eljas
Eemeli	m	Eemi,Eemil
Eemi	m	Eemeli,Eemil
Eemil	m	Eemeli,Eemi
Eerik	m	Eerikki,Eero,Erik,Erkki
Eerika	f	
Eerikki	m	Eerik,Eero,Erik,Erkki
Eero	m	Eerik,Eerikki,Erik,Erkki
Eesa	m	Essa,Isa,Issa,Yasu
Eetu	m	Edvard
Eeva	f	Eva,Eve
Eevi	f	
Eeyore	m	
Efa	f	
Efe	mf	Efemena
Efemena	mf	Efe
Effie	f	Eppie,Euphemia,Oighrig
Effimia	f	
Effrosyni	f	
Efigénia	f	Efigênia
Efigênia	f	
Efigenia	f	
Efisio	m	
Efnan	f	
Efpraxia	f	
Efraim	m	Ephraim
Efraín	m	
Efrat	f	
'Efrayim	m	
Efrem	m	
Efrén	m	
Efstathia	f	
Efstathios	m	Stathis
Efstratios	m	Stratos
Efterpi	f	
Efthalia	f	
Efthimia	f	Efthymia
Efthimios	m	Efthymios
Efthymia	f	Efthimia
Efthymios	m	Efthimios
Eftychia	f	
Efua	f	Afia,Afua
Egbert	m	
Ege	m	
Egemen	m	
Egidijus	m	
Egídio	m	
Egidio	m	Gigi
Egil	m	
Egilhard	m	Ekkehard
Egill	m	Aghi
Egilmar	m	Agimar
Egino	m	
Églantine	f	
Eglantine	f	
Eglė	f	
Egnatius	m	
Egon	m	
Egor	m	Georgiy,Georgy,Iouri,Yegor,Yuri,Yuriy,Yury
Eguzki	m	Ekhi,Eki
Eguzkiñe	f	
Egypt	fm	
Egzon	m	
Egzona	f	
Eha	f	
Ehab	m	Ihab
Ehecatl	m	
Ehmed	m	
Ehmet	m	
Ehsan	m	Ihsan
Ehud	m	Udi
Éibhear	m	Éber,Éibhir,Heber
Éibhir	m	Éber,Éibhear,Heber
Èibhlin	f	Aileen
Eibhlín	f	Aileen,Eileen
Eideard	m	
Eidel	f	
Eiden	m	
Eider	f	
Eifion	m	
Eigyr	f	
Eija	f	
Eiji	m	
Eike	mf	
Eiko	f	Hideko
Eila	f	
Eileen	f	Aileen,Alene,Aline,Eibhlín,Ilene
Eileifr	m	
Eileithyia	f	Ilithyia
Eilert	m	
Eilidh	f	Eilionoir
Eilionoir	f	Eilidh
Eilís	f	Eilish
Eilish	f	Eilís
Eilon	m	
Eilonwy	f	
Eiluned	f	Eluned,Luned
Eilwen	f	
Eimantas	m	
Eimantė	f	
Eimear	f	Éimhear
Éimhear	f	Eimear,Emer
Éimhín	m	
Eimhir	f	
Einar	m	
Einarr	m	
Einārs	m	
Eindride	m	Endre
Eindriði	m	
Eine	f	Eini,Enni
Eini	f	Eine,Enni
Einion	m	
Eino	m	
Einrí	m	Anraí
Eir	f	Eira
Eira	f	
Éireamhón	m	Éremón,Érimón
Éireann	f	Erin
Eireen	f	Irene
Eirenaios	m	Irenaeus,Ireneus
Eirene	f	Irene
Eirian	fm	
Eirik	m	
Eiríkr	m	
Eiríkur	m	
Eirini	f	Irini
Eirlys	f	
Eirwen	f	
Eirwyn	m	
Eitan	m	Eytan
Eithan	m	Eitan,Ethan,Eytan
Eithne	f	Ena,Enya,Ethna,Ethne,Ethniu
Eivind	m	Even,Øivind,Øyvind
Eivor	f	
Eižens	m	
Ejder	m	
Ejike	m	
Ejiro	mf	Ejiroghene
Ejiroghene	mf	Ejiro
Ejvind	m	
Eka	mf	Ekaterine
Ekain	m	
Ekaitz	m	
Ekaterina	f	Jekaterina,Katenka,Katerina,Katia,Katya,Katyusha,Yekaterina
Ekaterine	f	Eka
Ekaterini	f	Aikaterini,Kaiti,Keti
Ekber	m	
Ekene	mf	
Ekenedilichukwu	mf	
Ekewaka	m	
Ekhi	m	Eguzki,Eki
Eki	m	Eguzki,Ekhi
Ekin	fm	
Ekkebert	m	
Ekkehard	m	Eckart,Eckehard,Eckhard,Eckhart,Egilhard
Ekkehardt	m	
Eko	mf	
Ekrem	m	
Ekua	f	Akua
Ekundayo	fm	
Ekwueme	m	
El	m	
Ela	fm	Alena,Alenka,Ayla,Eliza,Elizabeta,Elżbieta,Helena,Iza,Jela,Jelena,Jelica,Jelisaveta,Jelka,Špela
Eladia	f	
Eladio	m	
Elagabalus	m	
Elah	m	
Elaheh	f	
Elaia	f	
Elain	f	
Elaina	f	Elaine,Lainey,Laney
Elaine	f	Elaina,Lainey,Laney
Elam	m	
Elanor	f	
Elanur	f	
Elara	f	
Elay	f	
'El'azar	m	'Eli'ezer
Elazar	m	
Elba	f	Alba
Elbert	m	Albert
Elcan	m	
Elchanan	m	
Elchin	m	Elçin
Elçin	m	Elchin
Elda	f	Ilda
Eldad	m	
Eldar	m	
Eldbjørg	f	
Elder	m	Hélder,Helder
Eldon	m	
Eldor	m	
Eldred	m	
Elea	f	Eleanor,Eleanora,Eleanore,Elenora,Elinor,Ella,Elle,Ellie,Elly,Elnora,Lenora,Lenore,Nell,Nelle,Nellie,Nelly,Nora,Norah
Eleanor	f	Elea,Eleanora,Eleanore,Elenora,Elinor,Ella,Elle,Ellie,Elly,Elnora,Lenora,Lenore,Nell,Nelle,Nellie,Nelly,Nonie,Nora,Norah
Eleanora	f	Elea,Eleanor,Eleanore,Elenora,Elinor,Ella,Elle,Ellie,Elly,Elnora,Lenora,Lenore,Nell,Nelle,Nellie,Nelly,Nonie,Nora,Norah
Eleanore	f	Elea,Eleanor,Eleanora,Elenora,Elinor,Ella,Elle,Ellie,Elly,Elnora,Lenora,Lenore,Nell,Nelle,Nellie,Nelly,Nonie,Nora,Norah
Eleazar	m	Lazaros
Electra	f	Elektra
Eleftheria	f	
Eleftherios	m	Lefteris
Elek	m	
Elektra	f	Electra
Elemér	m	
Elen	f	Elin,Lena
Éléna	f	
Elēna	f	
Elena	f	Alena,Aliona,Alyona,Alyonka,Eleni,Eliina,Elina,Ella,Ellena,Heleena,Helena,Helene,Heli,Hella,Ileana,Ilinca,Leena,Lena,Lene,Leni,Lenka,Lenuța,Yelena
Elene	f	Lena
Eleni	f	Elena,Lena
Elenora	f	Elea,Eleanor,Eleanora,Eleanore,Elinor,Ella,Elle,Ellie,Elly,Elnora,Lenora,Lenore,Nell,Nelle,Nellie,Nelly,Nonie,Nora,Norah
Eleonoora	f	Ella,Elli,Noora
Eleonor	f	Eleonora,Ella,Ellinor,Nora
Eleonóra	f	Ella,Nóra
Eleonora	f	Eleonor,Eleonore,Ella,Ellen,Ellinor,Leonora,Leonore,Lore,Lorella,Loretta,Noor,Noortje,Nora,Norina
Éléonore	f	Aliénor
Eleonore	f	Eleonora,Ella,Leonore,Lore,Nora
Eleri	f	
Elettra	f	
Eleutério	m	
Eleuterio	m	
Eleutherios	m	Eleutherius
Eleutherius	m	Eleutherios
Elfa	f	
Elfi	f	Elfriede,Frieda,Friede,Friedel
Elfleda	f	
Elfreda	f	Elfrieda,Frieda
Elfrida	f	Elfreda,Elfrieda
Elfrieda	f	Elfreda
Elfriede	f	Elfi,Frieda,Friede,Friedel
Elgün	m	
Elham	f	
Elhanan	m	
'Elî	m	
Eli	mf	Alijah,Elias,Elijah,Elin,Elisa,Elisabet,Elise,Eliya,Eliyahu,Ella,Elsa,Elsy,Ely,Helena,Helene,Lill,Lilli,Lilly,Lis,Lisa,Lisbet,Lisbeth,Lise,Liss,Lissi
Élia	f	Éliette,Elya
Èlia	f	
Elia	mf	
Eliab	m	
Eliakim	m	
Eliam	m	
Elián	m	
Elian	mf	
Eliana	f	Aliana,Elianna,Elliana,Ellianna,Liana
Éliane	f	
Eliane	f	
Elianna	f	Aliana,Eliana,Elliana,Ellianna
Éliás	m	Illés
Elías	m	
Eliáš	m	
Elias	m	Eelis,Eli,Eliou,Elis,Eljas,Helias,Ilias,Lias
Eliasz	m	
Eliav	m	
Elicia	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Elide	f	
Elidi	f	
Élie	m	
Eliel	m	
Éliette	f	Élia,Elya
'Eli'ezer	m	'El'azar
Eliezer	m	
Elif	f	
'Elifalet	m	'Elifelet
'Elifelet	m	'Elifalet
Eligia	f	
Eligio	m	Eloy
Eligius	m	
Eligiusz	m	
Elihu	m	
Eliina	f	Elena,Elina,Ella,Heleena,Helena,Heli,Leena,Lena
Eliisa	f	Elisa,Elisabet,Elise,Ella,Elsi,Liisa,Liisi
Eliisabet	f	Eliise,Elo,Liis,Liisa,Liisi,Liisu
Eliise	f	Eliisabet,Elo,Liis,Liisa,Liisi,Liisu
Elija	f	
Elijah	m	Alijah,Eli,Eliya,Eliyahu
Elijas	m	
Elikapeka	f	
Elil	m	Ellil,Enlil
Elín	f	Helena
Elin	f	Elen,Eli,Elina,Ella,Elna,Helena,Helene,Hella,Helle,Lena,Lene
Elīna	f	Helēna,Ina,Liene,Līna
Elina	f	Elena,Eliina,Elin,Ella,Elna,Heleena,Helena,Helene,Heli,Leena,Lena
Eline	f	
Elinor	f	Elea,Eleanor,Eleanora,Eleanore,Elenora,Ella,Elle,Ellie,Elly,Elnora,Lenora,Lenore,Nell,Nelle,Nellie,Nelly,Nonie,Nora,Norah
Élio	m	Elyo
Elio	m	
Eliodoro	m	
Elioenai	m	
Elior	m	
Eliora	f	
Eliot	m	
Eliott	m	
Eliou	m	Elias
Elioud	m	
Eliphalet	m	Eliphelet
Eliphelet	m	Eliphalet
Elis	m	Elias,Lias
Elísa	f	Elísabet,Elsa
Elisa	f	Bettina,Eli,Eliisa,Elisabet,Elisabete,Elisabeth,Elisabetta,Elise,Elissa,Ella,Elli,Elsa,Elsbeth,Else,Elsi,Elsy,Elza,Ilsa,Ilse,Lies,Liesa,Liese,Liesel,Liesl,Liisa,Liisi,Lili,Lilli,Lisa,Lisbeth,Tina
Elisabed	f	Eliso,Eliza,Elza,Liza
Elísabet	f	Elísa,Elsa
Elisabet	f	Eli,Eliisa,Elisa,Elisabeth,Elise,Ella,Elsa,Elsi,Elsie,Elsy,Liisa,Liisi,Lill,Lilli,Lilly,Lis,Lisa,Lisbet,Lisbeth,Lise,Liss,Lissi
Elisabeta	f	Eliza
Elisabete	f	Elisa,Elza
Élisabeth	f	Babette,Élise,Lili,Lise,Lisette,Lison
Elisabeth	f	Betina,Betje,Bettina,Elisa,Elisabet,Elise,Elissa,Ella,Elli,Elly,Els,Elsa,Elsbeth,Else,Elsebeth,Elsie,Elsje,Elsy,Ilsa,Ilse,Lies,Liesa,Liesbeth,Liese,Liesel,Liesje,Liesl,Lijsbeth,Lili,Lill,Lilli,Lilly,Lis,Lisa,Lisbet,Lisbeth,Lise,Lize,Tina
Elisabetĭ	f	
Elisabetta	f	Bettina,Elisa,Lisa
Elisaie	m	
Elisângela	f	
Elisavet	f	Liza
Elisaveta	f	Beti,Veta
Élise	f	Babette,Élisabeth,Lili,Lise,Lisette,Lison
Elise	f	Betina,Betje,Bettina,Eli,Eliisa,Elisa,Elisabet,Elisabeth,Ella,Elli,Elly,Els,Elsa,Elsbeth,Else,Elsebeth,Elsi,Elsie,Elsje,Elsy,Ilsa,Ilse,Lies,Liesa,Liesbeth,Liese,Liesel,Liesje,Liesl,Liisa,Liisi,Lijsbeth,Lili,Lill,Lilli,Lilly,Lis,Lisa,Lisbet,Lisbeth,Lise,Liss,Lissi,Lize,Tina
Elisedd	m	
Elisei	m	
Eliseo	m	
Eliseu	m	
Eliseus	m	
Elisey	m	
Elisha	mf	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elishua,Lesia,Lisha,Lyssa
Elisheba	f	
Elisheva	f	
Elishua	m	Elisha
Elisie	m	
Eliška	f	Alžběta,Alžbeta
Eliso	f	Elisabed,Eliza,Elza,Liza
Elissa	f	Elisa,Elisabeth
Elita	f	
Eliud	m	
Elixabete	f	
Eliya	m	Eli,Elijah,Eliyahu
Eliyahu	m	Eli,Elijah,Eliya
'Eliyyahu	m	
Elīza	f	Elizabete,Elza,Ilze
Eliza	f	Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Ela,Elisabed,Elisabeta,Eliso,Elizabet,Elizabete,Elizabeth,Ella,Elle,Ellie,Elly,Elsie,Elyse,Elza,Elżbieta,Leesa,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty
Elizabet	f	Eliza,Elza,Liliána,Lilien
Elizabeta	f	Ela,Iza,Špela
Elizabete	f	Elīza,Eliza,Elza,Ilze
Elizabeth	f	Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Ella,Elle,Ellie,Elly,Elsie,Elyse,Leanna,Leesa,Liana,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty
Elizaveta	f	Liza,Lizaveta,Yelizaveta
Eljas	m	Eelis,Elias
Elkan	m	
Elkanah	m	
Elke	f	Adelheid
Ella	f	Alena,Bess,Bessie,Beth,Betsy,Bette,Bettie,Bettina,Betty,Bettye,Buffy,Elea,Eleanor,Eleanora,Eleanore,Elena,Elenora,Eleonor,Eleonóra,Eleonora,Eleonore,Eli,Eliina,Eliisa,Elin,Elina,Elinor,Elisa,Elisabet,Elisabeth,Elise,Eliza,Elizabeth,Elle,Ellen,Elli,Ellie,Ellinor,Elly,Elna,Elnora,Elsa,Elsbeth,Else,Elsi,Elsie,Elsy,Elyse,Gabi,Gabriella,Heleena,Helen,Heléna,Helena,Helene,Heli,Hella,Helle,Hellen,Ilsa,Ilse,Leena,Leesa,Léna,Lena,Leni,Lenora,Lenore,Leonore,Libbie,Libby,Liddy,Lies,Liesa,Liese,Liesel,Liesl,Liisa,Liisi,Lili,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lill,Lilli,Lillia,Lillian,Lilliana,Lillie,Lilly,Lis,Lisa,Lisbet,Lisbeth,Lise,Liss,Lissi,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Lore,Nell,Nelle,Nellie,Nelly,Nóra,Nora,Norah,Petronella,Tetty,Tina
Ellanher	m	
Ellar	m	Ealar
Elle	f	Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Elea,Eleanor,Eleanora,Eleanore,Elenora,Elinor,Eliza,Elizabeth,Ella,Ellen,Ellie,Elly,Elnora,Elsie,Elyse,Helen,Helena,Hellen,Leesa,Lenora,Lenore,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Nell,Nelle,Nellie,Nelly,Nora,Norah,Tetty
Ellen	f	Eleonora,Ella,Elle,Ellie,Elly,Helen,Helena,Hellen,Lena,Nell,Nelle,Nellie,Nelly,Noor,Noortje,Nora
Ellena	f	Elena
Ellery	mf	
Elli	f	Bettina,Elisa,Elisabeth,Elise,Ella,Elsa,Elsbeth,Else,Ilsa,Ilse,Lies,Liesa,Liese,Liesel,Liesl,Lili,Lilli,Lisa,Lisbeth,Tina
Elliana	f	Aliana,Eliana,Elianna,Ellianna
Ellianna	f	Aliana,Eliana,Elianna,Elliana
Ellie	f	Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Elea,Eleanor,Eleanora,Eleanore,Elenora,Elinor,Eliza,Elizabeth,Ella,Elle,Ellen,Elly,Elnora,Elsie,Elyse,Helen,Helena,Hellen,Leesa,Lenora,Lenore,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Nell,Nelle,Nellie,Nelly,Nora,Norah,Tetty
Ellil	m	Elil,Enlil
Ellington	fm	
Ellinor	f	Eleonor,Eleonora,Ella,Nora
Elliot	mf	
Elliott	mf	
Ellis	mf	
Elly	f	Bess,Bessie,Beth,Betje,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Elea,Eleanor,Eleanora,Eleanore,Elenora,Elinor,Elisabeth,Elise,Eliza,Elizabeth,Ella,Elle,Ellen,Ellie,Elnora,Els,Else,Elsie,Elsje,Elyse,Helen,Helena,Hellen,Ilse,Leesa,Lenora,Lenore,Libbie,Libby,Liddy,Lies,Liesbeth,Liese,Liesje,Lijsbeth,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lize,Lizette,Lizzie,Lizzy,Nell,Nelle,Nellie,Nelly,Nora,Norah,Tetty
